NameTag ,HashCommit, Date, Project Name, Package Name, Type Name, Method Name, LOC, CC, PC
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper,OrderByParser,converToOrderBySql,18,2,2
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper,OrderByParser,extraOrderBy,21,5,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByDynamicSqlSource,OrderByDynamicSqlSource,6,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByDynamicSqlSource,getBoundSql,13,2,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByDynamicSqlSource,getOriginal,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByProviderSqlSource,OrderByProviderSqlSource,8,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByProviderSqlSource,getBoundSql,4,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByProviderSqlSource,createSqlSource,17,2,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByProviderSqlSource,getOriginal,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByRawSqlSource,OrderByRawSqlSource,5,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByRawSqlSource,getBoundSql,3,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByRawSqlSource,getOriginal,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderBySqlSource,getOriginal,0,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByStaticSqlSource,OrderByStaticSqlSource,7,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByStaticSqlSource,getBoundSql,8,2,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.orderbyhelper.sqlsource,OrderByStaticSqlSource,getOriginal,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,ISelect,doSelect,0,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,MSUtils,newCountMappedStatement,26,3,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,Page,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,Page,3,1,2
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,Page,3,1,3
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,Page,12,2,4
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,Page,14,2,2
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getResult,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getPages,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,setPages,4,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getEndRow,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,setEndRow,4,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getPageNum,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,setPageNum,4,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getPageSize,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,setPageSize,4,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getStartRow,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,setStartRow,4,1,1
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,getTotal,3,1,0
v4.1.0,b615454457d3d7eb750bb2958f20a5d38a8a0179,Tue Dec 29 13:39:32 CET 2015,Mybatis-PageHelper,com.github.pagehelper,Page,setTotal,17,4,1
